Date,Close,date
3/18/2016 16:00:00,46.55,3/18/2016
3/21/2016 16:00:00,47.66,3/21/2016
3/22/2016 16:00:00,46.85,3/22/2016
3/23/2016 16:00:00,44.52,3/23/2016
3/24/2016 16:00:00,45.55,3/24/2016
3/28/2016 16:00:00,46.05,3/28/2016
3/29/2016 16:00:00,46.03,3/29/2016
3/30/2016 16:00:00,45.38,3/30/2016
3/31/2016 16:00:00,45.95,3/31/2016
4/1/2016 16:00:00,47.52,4/1/2016
4/4/2016 16:00:00,49.4,4/4/2016
4/5/2016 16:00:00,51.09,4/5/2016
4/6/2016 16:00:00,53.08,4/6/2016
4/7/2016 16:00:00,51.44,4/7/2016
4/8/2016 16:00:00,50.01,4/8/2016
4/11/2016 16:00:00,49.98,4/11/2016
4/12/2016 16:00:00,49.56,4/12/2016
4/13/2016 16:00:00,50.91,4/13/2016
4/14/2016 16:00:00,50.37,4/14/2016
4/15/2016 16:00:00,50.9,4/15/2016
4/18/2016 16:00:00,50.78,4/18/2016
4/19/2016 16:00:00,49.47,4/19/2016
4/20/2016 16:00:00,49.99,4/20/2016
4/21/2016 16:00:00,49.66,4/21/2016
4/22/2016 16:00:00,50.75,4/22/2016
4/25/2016 16:00:00,50.36,4/25/2016
4/26/2016 16:00:00,50.75,4/26/2016
4/27/2016 16:00:00,50.29,4/27/2016
4/28/2016 16:00:00,49.54,4/28/2016
4/29/2016 16:00:00,48.15,4/29/2016
5/2/2016 16:00:00,48.36,5/2/2016
5/3/2016 16:00:00,46.46,5/3/2016
5/4/2016 16:00:00,44.51,5/4/2016
5/5/2016 16:00:00,42.31,5/5/2016
5/6/2016 16:00:00,42.99,5/6/2016
5/9/2016 16:00:00,41.78,5/9/2016
5/10/2016 16:00:00,41.74,5/10/2016
5/11/2016 16:00:00,41.79,5/11/2016
5/12/2016 16:00:00,41.46,5/12/2016
5/13/2016 16:00:00,41.52,5/13/2016
5/16/2016 16:00:00,41.66,5/16/2016
5/17/2016 16:00:00,40.93,5/17/2016
5/18/2016 16:00:00,42.23,5/18/2016
5/19/2016 16:00:00,43.04,5/19/2016
5/20/2016 16:00:00,44.06,5/20/2016
5/23/2016 16:00:00,43.24,5/23/2016
5/24/2016 16:00:00,43.58,5/24/2016
5/25/2016 16:00:00,43.92,5/25/2016
5/26/2016 16:00:00,45.02,5/26/2016
5/27/2016 16:00:00,44.61,5/27/2016
5/31/2016 16:00:00,44.65,5/31/2016
6/1/2016 16:00:00,43.91,6/1/2016
6/2/2016 16:00:00,43.79,6/2/2016
6/3/2016 16:00:00,43.8,6/3/2016
6/6/2016 16:00:00,44.14,6/6/2016
6/7/2016 16:00:00,46.47,6/7/2016
6/8/2016 16:00:00,47.1,6/8/2016
6/9/2016 16:00:00,45.87,6/9/2016
6/10/2016 16:00:00,43.76,6/10/2016
6/13/2016 16:00:00,43.57,6/13/2016
6/14/2016 16:00:00,42.99,6/14/2016
6/15/2016 16:00:00,43.54,6/15/2016
6/16/2016 16:00:00,43.59,6/16/2016
6/17/2016 16:00:00,43.09,6/17/2016
6/20/2016 16:00:00,43.94,6/20/2016
6/21/2016 16:00:00,43.92,6/21/2016
6/22/2016 16:00:00,39.33,6/22/2016
6/23/2016 16:00:00,39.28,6/23/2016
6/24/2016 16:00:00,38.63,6/24/2016
6/27/2016 16:00:00,39.71,6/27/2016
6/28/2016 16:00:00,40.36,6/28/2016
6/29/2016 16:00:00,42.04,6/29/2016
6/30/2016 16:00:00,42.46,6/30/2016
7/1/2016 16:00:00,43.3,7/1/2016
7/5/2016 16:00:00,42.8,7/5/2016
7/6/2016 16:00:00,42.89,7/6/2016
7/7/2016 16:00:00,43.19,7/7/2016
7/8/2016 16:00:00,43.36,7/8/2016
7/11/2016 16:00:00,44.96,7/11/2016
7/12/2016 16:00:00,44.93,7/12/2016
7/13/2016 16:00:00,44.51,7/13/2016
7/14/2016 16:00:00,44.31,7/14/2016
7/15/2016 16:00:00,44.08,7/15/2016
7/18/2016 16:00:00,45.25,7/18/2016
7/19/2016 16:00:00,45.05,7/19/2016
7/20/2016 16:00:00,45.67,7/20/2016
7/21/2016 16:00:00,44.1,7/21/2016
7/22/2016 16:00:00,44.45,7/22/2016
7/25/2016 16:00:00,46,7/25/2016
7/26/2016 16:00:00,45.9,7/26/2016
7/27/2016 16:00:00,45.7,7/27/2016
7/28/2016 16:00:00,46.12,7/28/2016
7/29/2016 16:00:00,46.96,7/29/2016
8/1/2016 16:00:00,46,8/1/2016
8/2/2016 16:00:00,45.44,8/2/2016
8/3/2016 16:00:00,45.16,8/3/2016
8/4/2016 16:00:00,46.12,8/4/2016
8/5/2016 16:00:00,46.01,8/5/2016
8/8/2016 16:00:00,45.23,8/8/2016
8/9/2016 16:00:00,45.82,8/9/2016
8/10/2016 16:00:00,45.13,8/10/2016
8/11/2016 16:00:00,44.98,8/11/2016
8/12/2016 16:00:00,45.12,8/12/2016
8/15/2016 16:00:00,45.12,8/15/2016
8/16/2016 16:00:00,44.72,8/16/2016
8/17/2016 16:00:00,44.65,8/17/2016
8/18/2016 16:00:00,44.7,8/18/2016
8/19/2016 16:00:00,45,8/19/2016
8/22/2016 16:00:00,44.59,8/22/2016
8/23/2016 16:00:00,44.97,8/23/2016
8/24/2016 16:00:00,44.52,8/24/2016
8/25/2016 16:00:00,44.19,8/25/2016
8/26/2016 16:00:00,44,8/26/2016
8/29/2016 16:00:00,43.04,8/29/2016
8/30/2016 16:00:00,42.27,8/30/2016
8/31/2016 16:00:00,42.4,8/31/2016
9/1/2016 16:00:00,40.15,9/1/2016
9/2/2016 16:00:00,39.56,9/2/2016
9/6/2016 16:00:00,40.57,9/6/2016
9/7/2016 16:00:00,40.34,9/7/2016
9/8/2016 16:00:00,39.47,9/8/2016
9/9/2016 16:00:00,38.89,9/9/2016
9/12/2016 16:00:00,39.66,9/12/2016
9/13/2016 16:00:00,39.21,9/13/2016
9/14/2016 16:00:00,39.28,9/14/2016
9/15/2016 16:00:00,40.08,9/15/2016
9/16/2016 16:00:00,41.08,9/16/2016
9/19/2016 16:00:00,41.27,9/19/2016
9/20/2016 16:00:00,40.93,9/20/2016
9/21/2016 16:00:00,41.04,9/21/2016
9/22/2016 16:00:00,41.29,9/22/2016
9/23/2016 16:00:00,41.49,9/23/2016
9/26/2016 16:00:00,41.8,9/26/2016
9/27/2016 16:00:00,41.16,9/27/2016
9/28/2016 16:00:00,41.25,9/28/2016
9/29/2016 16:00:00,40.14,9/29/2016
9/30/2016 16:00:00,40.81,9/30/2016
10/3/2016 16:00:00,42.74,10/3/2016
10/4/2016 16:00:00,42.28,10/4/2016
10/5/2016 16:00:00,41.69,10/5/2016
10/6/2016 16:00:00,40.2,10/6/2016
10/7/2016 16:00:00,39.32,10/7/2016
10/10/2016 16:00:00,40.19,10/10/2016
10/11/2016 16:00:00,40.02,10/11/2016
10/12/2016 16:00:00,40.3,10/12/2016
10/13/2016 16:00:00,40.05,10/13/2016
10/14/2016 16:00:00,39.3,10/14/2016
10/17/2016 16:00:00,38.79,10/17/2016
10/18/2016 16:00:00,39.82,10/18/2016
10/19/2016 16:00:00,40.71,10/19/2016
10/20/2016 16:00:00,39.82,10/20/2016
10/21/2016 16:00:00,40.02,10/21/2016
10/24/2016 16:00:00,40.55,10/24/2016
10/25/2016 16:00:00,40.47,10/25/2016
10/26/2016 16:00:00,40.45,10/26/2016
10/27/2016 16:00:00,40.8,10/27/2016
10/28/2016 16:00:00,39.99,10/28/2016
10/31/2016 16:00:00,39.55,10/31/2016
11/1/2016 16:00:00,38.16,11/1/2016
11/2/2016 16:00:00,37.6,11/2/2016
11/3/2016 16:00:00,37.48,11/3/2016
11/4/2016 16:00:00,38.11,11/4/2016
11/7/2016 16:00:00,38.64,11/7/2016
11/8/2016 16:00:00,38.99,11/8/2016
11/9/2016 16:00:00,38.01,11/9/2016
11/10/2016 16:00:00,37.07,11/10/2016
11/11/2016 16:00:00,37.71,11/11/2016
11/14/2016 16:00:00,36.29,11/14/2016
11/15/2016 16:00:00,36.75,11/15/2016
11/16/2016 16:00:00,36.79,11/16/2016
11/17/2016 16:00:00,37.73,11/17/2016
11/18/2016 16:00:00,37,11/18/2016
11/21/2016 16:00:00,36.9,11/21/2016
11/22/2016 16:00:00,38.23,11/22/2016
11/23/2016 16:00:00,38.63,11/23/2016
11/25/2016 16:00:00,39.33,11/25/2016
11/28/2016 16:00:00,39.22,11/28/2016
11/29/2016 16:00:00,37.91,11/29/2016
11/30/2016 16:00:00,37.88,11/30/2016
12/1/2016 16:00:00,36.38,12/1/2016
12/2/2016 16:00:00,36.29,12/2/2016
12/5/2016 16:00:00,37.36,12/5/2016
12/6/2016 16:00:00,37.17,12/6/2016
12/7/2016 16:00:00,38.63,12/7/2016
12/8/2016 16:00:00,38.46,12/8/2016
12/9/2016 16:00:00,38.44,12/9/2016
12/12/2016 16:00:00,38.49,12/12/2016
12/13/2016 16:00:00,39.63,12/13/2016
12/14/2016 16:00:00,39.74,12/14/2016
12/15/2016 16:00:00,39.52,12/15/2016
12/16/2016 16:00:00,40.5,12/16/2016
12/19/2016 16:00:00,40.55,12/19/2016
12/20/2016 16:00:00,41.76,12/20/2016
12/21/2016 16:00:00,41.54,12/21/2016
12/22/2016 16:00:00,41.69,12/22/2016
12/23/2016 16:00:00,42.67,12/23/2016
12/27/2016 16:00:00,43.91,12/27/2016
12/28/2016 16:00:00,43.95,12/28/2016
12/29/2016 16:00:00,42.94,12/29/2016
12/30/2016 16:00:00,42.74,12/30/2016
1/3/2017 16:00:00,43.4,1/3/2017
1/4/2017 16:00:00,45.4,1/4/2017
1/5/2017 16:00:00,45.35,1/5/2017
1/6/2017 16:00:00,45.8,1/6/2017
1/9/2017 16:00:00,46.26,1/9/2017
1/10/2017 16:00:00,45.97,1/10/2017
1/11/2017 16:00:00,45.95,1/11/2017
1/12/2017 16:00:00,45.92,1/12/2017
1/13/2017 16:00:00,47.55,1/13/2017
1/17/2017 16:00:00,47.12,1/17/2017
1/18/2017 16:00:00,47.67,1/18/2017
1/19/2017 16:00:00,48.75,1/19/2017
1/20/2017 16:00:00,48.95,1/20/2017
1/23/2017 16:00:00,49.78,1/23/2017
1/24/2017 16:00:00,50.92,1/24/2017
1/25/2017 16:00:00,50.89,1/25/2017
1/26/2017 16:00:00,50.5,1/26/2017
1/27/2017 16:00:00,50.59,1/27/2017
1/30/2017 16:00:00,50.13,1/30/2017
1/31/2017 16:00:00,50.39,1/31/2017
2/1/2017 16:00:00,49.85,2/1/2017
2/2/2017 16:00:00,50.31,2/2/2017
2/3/2017 16:00:00,50.27,2/3/2017
2/6/2017 16:00:00,51.55,2/6/2017
2/7/2017 16:00:00,51.5,2/7/2017
2/8/2017 16:00:00,52.42,2/8/2017
2/9/2017 16:00:00,53.84,2/9/2017
2/10/2017 16:00:00,53.85,2/10/2017
2/13/2017 16:00:00,56.12,2/13/2017
2/14/2017 16:00:00,56.2,2/14/2017
2/15/2017 16:00:00,55.95,2/15/2017
2/16/2017 16:00:00,53.79,2/16/2017
2/17/2017 16:00:00,54.45,2/17/2017
2/21/2017 16:00:00,55.48,2/21/2017
2/22/2017 16:00:00,54.7,2/22/2017
2/23/2017 16:00:00,51.2,2/23/2017
2/24/2017 16:00:00,51.4,2/24/2017
2/27/2017 16:00:00,49.25,2/27/2017
2/28/2017 16:00:00,50,2/28/2017
3/1/2017 16:00:00,50,3/1/2017
3/2/2017 16:00:00,50.1,3/2/2017
3/3/2017 16:00:00,50.31,3/3/2017
3/6/2017 16:00:00,50.24,3/6/2017
3/7/2017 16:00:00,49.72,3/7/2017
3/8/2017 16:00:00,49.37,3/8/2017
3/9/2017 16:00:00,48.98,3/9/2017
3/10/2017 16:00:00,48.74,3/10/2017
3/13/2017 16:00:00,49.23,3/13/2017
3/14/2017 16:00:00,51.6,3/14/2017
3/15/2017 16:00:00,51.15,3/15/2017
3/16/2017 16:00:00,52.41,3/16/2017
3/17/2017 16:00:00,52.3,3/17/2017
3/20/2017 16:00:00,52.38,3/20/2017
3/21/2017 16:00:00,50.14,3/21/2017
3/22/2017 16:00:00,51,3/22/2017
3/23/2017 16:00:00,50.96,3/23/2017
3/24/2017 16:00:00,52.63,3/24/2017
3/27/2017 16:00:00,54.04,3/27/2017
3/28/2017 16:00:00,55.49,3/28/2017
3/29/2017 16:00:00,55.48,3/29/2017
3/30/2017 16:00:00,55.58,3/30/2017
3/31/2017 16:00:00,55.66,3/31/2017
4/3/2017 16:00:00,59.7,4/3/2017
4/4/2017 16:00:00,60.74,4/4/2017
4/5/2017 16:00:00,59,4/5/2017
4/6/2017 16:00:00,59.74,4/6/2017
4/7/2017 16:00:00,60.51,4/7/2017
4/10/2017 16:00:00,62.48,4/10/2017
4/11/2017 16:00:00,61.74,4/11/2017
4/12/2017 16:00:00,59.37,4/12/2017
4/13/2017 16:00:00,60.8,4/13/2017
4/17/2017 16:00:00,60.29,4/17/2017
4/18/2017 16:00:00,60.05,4/18/2017
4/19/2017 16:00:00,61.1,4/19/2017
4/20/2017 16:00:00,60.5,4/20/2017
4/21/2017 16:00:00,61.12,4/21/2017
4/24/2017 16:00:00,61.61,4/24/2017
4/25/2017 16:00:00,62.76,4/25/2017
4/26/2017 16:00:00,62.03,4/26/2017
4/27/2017 16:00:00,61.73,4/27/2017
4/28/2017 16:00:00,62.81,4/28/2017
5/1/2017 16:00:00,64.57,5/1/2017
5/2/2017 16:00:00,63.78,5/2/2017
5/3/2017 16:00:00,62.2,5/3/2017
5/4/2017 16:00:00,59.09,5/4/2017
5/5/2017 16:00:00,61.67,5/5/2017
5/8/2017 16:00:00,61.44,5/8/2017
5/9/2017 16:00:00,64.25,5/9/2017
5/10/2017 16:00:00,65.04,5/10/2017
5/11/2017 16:00:00,64.62,5/11/2017
5/12/2017 16:00:00,64.96,5/12/2017
5/15/2017 16:00:00,63.18,5/15/2017
5/16/2017 16:00:00,63.4,5/16/2017
5/17/2017 16:00:00,61.22,5/17/2017
5/18/2017 16:00:00,62.61,5/18/2017
5/19/2017 16:00:00,62.17,5/19/2017
5/22/2017 16:00:00,62.07,5/22/2017
5/23/2017 16:00:00,60.77,5/23/2017
5/24/2017 16:00:00,62.04,5/24/2017
5/25/2017 16:00:00,63.37,5/25/2017
5/26/2017 16:00:00,65.03,5/26/2017
5/30/2017 16:00:00,67.02,5/30/2017
5/31/2017 16:00:00,68.2,5/31/2017
6/1/2017 16:00:00,68.07,6/1/2017
6/2/2017 16:00:00,67.97,6/2/2017
6/5/2017 16:00:00,69.46,6/5/2017
6/6/2017 16:00:00,70.57,6/6/2017
6/7/2017 16:00:00,71.93,6/7/2017
6/8/2017 16:00:00,74,6/8/2017
6/9/2017 16:00:00,71.46,6/9/2017
6/12/2017 16:00:00,71.8,6/12/2017
6/13/2017 16:00:00,75.19,6/13/2017
6/14/2017 16:00:00,76.13,6/14/2017
6/15/2017 16:00:00,75.07,6/15/2017
6/16/2017 16:00:00,74.28,6/16/2017
6/19/2017 16:00:00,73.96,6/19/2017
6/20/2017 16:00:00,74.45,6/20/2017
6/21/2017 16:00:00,75.28,6/21/2017
6/22/2017 16:00:00,76.52,6/22/2017
6/23/2017 16:00:00,76.69,6/23/2017
6/26/2017 16:00:00,75.5,6/26/2017
6/27/2017 16:00:00,72.47,6/27/2017
6/28/2017 16:00:00,74.25,6/28/2017
6/29/2017 16:00:00,72.15,6/29/2017
6/30/2017 16:00:00,72.32,6/30/2017
7/3/2017 16:00:00,70.52,7/3/2017
7/5/2017 16:00:00,65.42,7/5/2017
7/6/2017 16:00:00,61.77,7/6/2017
7/7/2017 16:00:00,62.64,7/7/2017
7/10/2017 16:00:00,63.21,7/10/2017
7/11/2017 16:00:00,65.44,7/11/2017
7/12/2017 16:00:00,65.9,7/12/2017
7/13/2017 16:00:00,64.68,7/13/2017
7/14/2017 16:00:00,65.56,7/14/2017
7/17/2017 16:00:00,63.91,7/17/2017
7/18/2017 16:00:00,65.65,7/18/2017
7/19/2017 16:00:00,65.05,7/19/2017
7/20/2017 16:00:00,65.98,7/20/2017
7/21/2017 16:00:00,65.68,7/21/2017
7/24/2017 16:00:00,68.5,7/24/2017
7/25/2017 16:00:00,67.92,7/25/2017
7/26/2017 16:00:00,68.77,7/26/2017
7/27/2017 16:00:00,66.89,7/27/2017
7/28/2017 16:00:00,67.01,7/28/2017
7/31/2017 16:00:00,64.69,7/31/2017
8/1/2017 16:00:00,63.91,8/1/2017
8/2/2017 16:00:00,65.18,8/2/2017
8/3/2017 16:00:00,69.42,8/3/2017
8/4/2017 16:00:00,71.38,8/4/2017
8/7/2017 16:00:00,71.03,8/7/2017
8/8/2017 16:00:00,73.04,8/8/2017
8/9/2017 16:00:00,72.71,8/9/2017
8/10/2017 16:00:00,71.08,8/10/2017
8/11/2017 16:00:00,71.57,8/11/2017
8/14/2017 16:00:00,72.76,8/14/2017
8/15/2017 16:00:00,72.47,8/15/2017
8/16/2017 16:00:00,72.58,8/16/2017
8/17/2017 16:00:00,70.38,8/17/2017
8/18/2017 16:00:00,69.49,8/18/2017
8/21/2017 16:00:00,67.57,8/21/2017
8/22/2017 16:00:00,68.27,8/22/2017
8/23/2017 16:00:00,70.55,8/23/2017
8/24/2017 16:00:00,70.59,8/24/2017
8/25/2017 16:00:00,69.61,8/25/2017
8/28/2017 16:00:00,69.13,8/28/2017
8/29/2017 16:00:00,69.47,8/29/2017
8/30/2017 16:00:00,70.64,8/30/2017
8/31/2017 16:00:00,71.18,8/31/2017
9/1/2017 16:00:00,71.08,9/1/2017
9/5/2017 16:00:00,69.92,9/5/2017
9/6/2017 16:00:00,68.91,9/6/2017
9/7/2017 16:00:00,70.12,9/7/2017
9/8/2017 16:00:00,68.68,9/8/2017
9/11/2017 16:00:00,72.74,9/11/2017
9/12/2017 16:00:00,72.55,9/12/2017
9/13/2017 16:00:00,73.25,9/13/2017
9/14/2017 16:00:00,75.53,9/14/2017
9/15/2017 16:00:00,75.96,9/15/2017
9/18/2017 16:00:00,77,9/18/2017
9/19/2017 16:00:00,75.02,9/19/2017
9/20/2017 16:00:00,74.78,9/20/2017
9/21/2017 16:00:00,73.3,9/21/2017
9/22/2017 16:00:00,70.22,9/22/2017
9/25/2017 16:00:00,69,9/25/2017
9/26/2017 16:00:00,69.05,9/26/2017
9/27/2017 16:00:00,68.19,9/27/2017
9/28/2017 16:00:00,67.92,9/28/2017
9/29/2017 16:00:00,68.22,9/29/2017
10/2/2017 16:00:00,68.31,10/2/2017
10/3/2017 16:00:00,69.63,10/3/2017
10/4/2017 16:00:00,71,10/4/2017
10/5/2017 16:00:00,71.07,10/5/2017
10/6/2017 16:00:00,71.38,10/6/2017
10/9/2017 16:00:00,68.59,10/9/2017
10/10/2017 16:00:00,71.12,10/10/2017
10/11/2017 16:00:00,70.92,10/11/2017
10/12/2017 16:00:00,71.14,10/12/2017
10/13/2017 16:00:00,71.11,10/13/2017
10/16/2017 16:00:00,70.12,10/16/2017
10/17/2017 16:00:00,71.15,10/17/2017
10/18/2017 16:00:00,71.93,10/18/2017
10/19/2017 16:00:00,70.36,10/19/2017
10/20/2017 16:00:00,69.02,10/20/2017
10/23/2017 16:00:00,67.4,10/23/2017
10/24/2017 16:00:00,67.47,10/24/2017
10/25/2017 16:00:00,65.17,10/25/2017
10/26/2017 16:00:00,65.23,10/26/2017
10/27/2017 16:00:00,64.17,10/27/2017
10/30/2017 16:00:00,64.02,10/30/2017
10/31/2017 16:00:00,66.31,10/31/2017
11/1/2017 16:00:00,64.22,11/1/2017
11/2/2017 16:00:00,59.85,11/2/2017
11/3/2017 16:00:00,61.22,11/3/2017
11/6/2017 16:00:00,60.56,11/6/2017
11/7/2017 16:00:00,61.21,11/7/2017
11/8/2017 16:00:00,60.88,11/8/2017
11/9/2017 16:00:00,60.6,11/9/2017
11/10/2017 16:00:00,60.6,11/10/2017
11/13/2017 16:00:00,63.08,11/13/2017
11/14/2017 16:00:00,61.74,11/14/2017
11/15/2017 16:00:00,62.26,11/15/2017
11/16/2017 16:00:00,62.5,11/16/2017
11/17/2017 16:00:00,63.01,11/17/2017
11/20/2017 16:00:00,61.75,11/20/2017
11/21/2017 16:00:00,63.56,11/21/2017
11/22/2017 16:00:00,62.52,11/22/2017
11/24/2017 13:00:00,63.11,11/24/2017
11/27/2017 16:00:00,63.36,11/27/2017
11/28/2017 16:00:00,63.51,11/28/2017
11/29/2017 16:00:00,61.51,11/29/2017
11/30/2017 16:00:00,61.77,11/30/2017
12/1/2017 16:00:00,61.31,12/1/2017
12/4/2017 16:00:00,61.04,12/4/2017
12/5/2017 16:00:00,60.74,12/5/2017
12/6/2017 16:00:00,62.65,12/6/2017
12/7/2017 16:00:00,62.25,12/7/2017
12/8/2017 16:00:00,63.03,12/8/2017
12/11/2017 16:00:00,65.78,12/11/2017
12/12/2017 16:00:00,68.21,12/12/2017
12/13/2017 16:00:00,67.81,12/13/2017
12/14/2017 16:00:00,67.58,12/14/2017
12/15/2017 16:00:00,68.69,12/15/2017
12/18/2017 16:00:00,67.77,12/18/2017
12/19/2017 16:00:00,66.22,12/19/2017
12/20/2017 16:00:00,65.8,12/20/2017
12/21/2017 16:00:00,66.33,12/21/2017
12/22/2017 16:00:00,65.04,12/22/2017
12/26/2017 16:00:00,63.46,12/26/2017
12/27/2017 16:00:00,62.33,12/27/2017
12/28/2017 16:00:00,63.07,12/28/2017
12/29/2017 16:00:00,62.27,12/29/2017
1/2/2018 16:00:00,64.11,1/2/2018
1/3/2018 16:00:00,63.45,1/3/2018
1/4/2018 16:00:00,62.92,1/4/2018
1/5/2018 16:00:00,63.32,1/5/2018
1/8/2018 16:00:00,67.28,1/8/2018
1/9/2018 16:00:00,66.74,1/9/2018
1/10/2018 16:00:00,66.96,1/10/2018
1/11/2018 16:00:00,67.59,1/11/2018
1/12/2018 16:00:00,67.24,1/12/2018
1/16/2018 16:00:00,68.01,1/16/2018
1/17/2018 16:00:00,69.43,1/17/2018
1/18/2018 16:00:00,68.91,1/18/2018
1/19/2018 16:00:00,70,1/19/2018
1/22/2018 16:00:00,70.31,1/22/2018
1/23/2018 16:00:00,70.56,1/23/2018
1/24/2018 16:00:00,69.18,1/24/2018
1/25/2018 16:00:00,67.53,1/25/2018
1/26/2018 16:00:00,68.57,1/26/2018
1/29/2018 16:00:00,69.91,1/29/2018
1/30/2018 16:00:00,69.16,1/30/2018
1/31/2018 16:00:00,70.86,1/31/2018
2/1/2018 16:00:00,69.85,2/1/2018
2/2/2018 16:00:00,68.75,2/2/2018
2/5/2018 16:00:00,66.63,2/5/2018
2/6/2018 16:00:00,66.79,2/6/2018
2/7/2018 16:00:00,69,2/7/2018
2/8/2018 16:00:00,63.05,2/8/2018
2/9/2018 16:00:00,62.08,2/9/2018
2/12/2018 16:00:00,63.15,2/12/2018
2/13/2018 16:00:00,64.73,2/13/2018
2/14/2018 16:00:00,64.46,2/14/2018
2/15/2018 16:00:00,66.81,2/15/2018
2/16/2018 16:00:00,67.1,2/16/2018
2/20/2018 16:00:00,66.95,2/20/2018
2/21/2018 16:00:00,66.66,2/21/2018
2/22/2018 16:00:00,69.23,2/22/2018
2/23/2018 16:00:00,70.41,2/23/2018
2/26/2018 16:00:00,71.48,2/26/2018
2/27/2018 16:00:00,70.2,2/27/2018
2/28/2018 16:00:00,68.61,2/28/2018
3/1/2018 16:00:00,66.19,3/1/2018
3/2/2018 16:00:00,67.02,3/2/2018
3/5/2018 16:00:00,66.67,3/5/2018
3/6/2018 16:00:00,65.64,3/6/2018
3/7/2018 16:00:00,66.46,3/7/2018
3/8/2018 16:00:00,65.82,3/8/2018
3/9/2018 16:00:00,65.43,3/9/2018
3/12/2018 16:00:00,69.1,3/12/2018
3/13/2018 16:00:00,68.37,3/13/2018
3/14/2018 16:00:00,65.33,3/14/2018
3/15/2018 16:00:00,65.12,3/15/2018
3/16/2018 16:00:00,64.27,3/16/2018
3/19/2018 16:00:00,62.71,3/19/2018
3/20/2018 16:00:00,62.11,3/20/2018
3/21/2018 16:00:00,63.31,3/21/2018
3/22/2018 16:00:00,61.82,3/22/2018
3/23/2018 16:00:00,60.31,3/23/2018
3/26/2018 16:00:00,60.84,3/26/2018
3/27/2018 16:00:00,55.84,3/27/2018
